age,workclass,fnlwgt,education.num,marital.status,race,sex,hours.per.week,native.country,income
55,0,179534,7,0,0,0,40,1,1
40,0,266803,12,0,0,0,40,1,0
49,1,216734,15,0,0,0,40,1,1
29,0,168479,14,1,0,1,40,1,0
54,1,137691,9,1,0,1,40,1,0
63,-1,170529,13,1,1,0,45,1,1
49,0,236913,9,0,0,0,45,1,1
47,0,192053,9,0,0,1,40,1,1
43,0,91959,13,1,0,1,45,1,0
60,-1,160062,9,1,0,1,25,1,1
26,0,293984,6,1,1,1,40,1,1
33,0,134886,9,0,0,0,20,1,1
64,0,203783,9,0,0,0,8,1,1
53,0,151864,9,1,0,1,40,1,1
46,0,70754,13,1,0,1,40,1,0
28,-1,125442,9,0,0,1,40,1,1
38,0,203763,9,0,0,0,40,1,1
21,0,57916,9,0,0,1,40,1,1
39,0,317434,9,1,0,1,40,1,1
39,0,201410,13,1,0,1,45,0,0
30,0,33688,9,0,0,0,70,1,1
27,0,401508,9,0,1,0,40,1,1
51,1,47415,12,1,0,0,30,1,1
59,1,236426,12,0,0,0,50,1,1
30,0,188798,10,0,0,0,20,1,1
26,0,200681,9,0,0,1,40,1,1
51,0,169364,10,0,0,0,40,0,1
20,0,238384,9,0,0,0,30,1,1
36,-1,28160,9,0,0,0,40,1,1
62,0,211408,11,1,0,1,40,1,0
40,0,91959,13,1,0,1,46,1,0
38,0,152237,13,0,0,1,45,0,0
50,0,301024,13,0,0,1,40,1,0
31,0,193650,7,0,0,0,40,1,1
17,0,193830,7,0,0,0,20,1,1
48,0,336540,9,1,0,1,40,1,1
19,0,60661,9,0,0,1,52,1,1
40,1,406463,14,0,0,0,40,1,1
22,-1,306031,10,0,0,1,40,1,1
35,0,330664,10,0,0,1,40,1,1
25,0,33610,9,0,0,1,45,1,1
21,1,39236,10,0,0,0,8,1,1
51,0,43354,7,1,0,1,40,1,0
56,0,108276,13,0,0,0,40,1,1
50,1,117496,9,1,0,0,30,1,0
27,1,68393,13,0,0,0,40,1,1
35,0,45607,10,0,0,1,40,1,1
35,0,82552,12,1,0,1,40,1,1
49,0,314773,11,1,0,1,40,1,1
47,0,27815,5,0,0,0,30,1,1
42,0,34278,10,1,0,1,50,1,0
32,0,168854,9,1,0,1,54,1,1
42,1,108183,14,1,2,1,40,0,0
24,1,111450,6,0,1,1,65,0,1
19,0,144750,10,0,0,1,18,1,1
57,-1,437281,10,1,0,1,38,1,0
35,-1,153066,9,1,0,1,60,1,0
62,0,169204,9,0,0,1,40,1,1
60,-1,148492,9,1,0,1,50,1,0
45,0,449354,10,1,0,1,40,1,1
34,0,198613,7,1,0,1,25,0,1
20,0,184756,10,0,0,0,12,1,1
48,0,141511,14,1,0,1,40,1,0
63,1,150079,9,1,0,0,35,1,0
30,0,218551,11,1,0,1,45,1,0
28,1,42003,10,1,0,1,40,1,0
38,0,175232,9,0,0,1,45,1,1
34,0,232475,10,0,0,1,50,1,1
40,0,375603,9,0,1,1,40,1,1
53,1,281074,9,0,0,1,40,1,1
35,0,242094,9,1,1,1,40,1,1
42,0,175515,9,1,0,1,40,1,1
37,0,161141,10,1,0,1,40,1,0
50,1,231725,9,1,0,1,40,1,1
40,0,277647,13,1,0,1,40,1,0
66,-1,376028,9,1,0,0,20,1,1
62,0,213321,9,1,0,1,40,1,0
22,1,190625,13,1,0,1,20,1,1
25,0,190418,10,0,0,1,30,0,1
55,-1,298449,13,1,0,1,50,1,0
27,0,284741,10,0,0,0,30,1,1
29,-1,394927,10,0,0,1,45,1,1
43,0,238530,9,1,0,1,40,1,1
28,1,73211,10,1,2,1,20,1,1
35,0,247750,9,0,1,1,40,1,1
29,1,177398,14,1,0,0,40,1,0
56,-1,385632,4,0,0,0,40,1,1
32,-1,62165,13,1,1,1,40,0,1
26,0,239390,13,0,0,1,18,1,1
25,0,105693,13,0,0,0,40,1,1
54,0,152652,9,1,0,1,65,1,1
45,0,327886,15,0,0,1,40,1,0
30,0,137606,9,1,0,1,40,1,1
22,0,237498,9,0,0,1,40,1,1
33,1,319560,11,0,1,0,40,1,0
34,0,353213,12,0,0,1,60,1,1
57,0,20953,10,1,0,1,40,1,0
17,1,244856,7,0,0,0,40,1,1
23,0,157127,10,0,0,0,20,1,1
31,0,279015,14,1,0,1,70,0,0
25,1,124483,13,0,2,1,20,0,1
53,0,58985,10,1,0,0,24,1,1
24,0,234460,5,0,1,0,40,0,1
21,0,329530,7,1,0,1,40,0,1
37,0,263094,13,1,0,1,40,1,0
27,0,147951,9,0,0,1,1,1,1
57,-1,134286,10,0,0,1,35,1,1
26,0,192506,13,0,1,0,35,1,1
21,-1,405684,9,0,0,1,35,0,1
48,0,171807,13,0,0,0,56,1,0
63,0,64544,13,0,0,1,40,1,0
25,0,28008,12,0,0,0,40,1,1
19,0,39756,10,0,0,0,15,1,1
22,-1,219941,10,0,1,1,40,1,1
31,0,213643,9,1,0,1,40,1,1
36,0,321760,13,0,0,0,17,1,1
55,0,368727,10,0,0,1,40,1,1
21,0,44793,10,0,0,1,65,1,1
49,0,200471,2,1,0,1,40,0,1
33,0,198452,12,0,0,0,45,1,1
46,-1,317253,9,1,0,1,25,1,1
60,1,152711,13,1,0,1,40,1,0
28,0,62535,9,1,0,1,43,1,1
57,0,334224,10,1,0,0,40,1,0
34,1,243867,7,0,1,1,40,1,1
23,0,203924,13,0,0,1,50,1,1
44,-1,182771,13,1,2,1,48,0,0
30,0,257874,13,0,0,0,30,1,1
53,0,209906,2,1,1,1,35,0,1
41,0,126622,7,0,0,0,40,1,1
50,0,181139,10,0,0,1,40,1,1
40,-1,78255,9,0,0,1,25,1,1
90,0,52386,13,0,2,1,40,1,1
62,-1,144583,9,1,0,1,40,1,1
58,0,213975,11,0,0,0,40,1,1
49,1,311671,10,1,0,1,40,1,0
39,0,61178,13,0,0,1,40,1,1
25,0,118088,9,0,0,1,40,1,1
27,0,224105,9,1,0,1,40,1,0
62,-1,82388,9,1,0,1,40,1,1
21,0,159567,9,0,0,1,50,1,1
40,0,209833,9,0,0,1,40,1,1
60,-1,78913,10,1,0,1,50,1,1
26,0,66638,13,0,0,0,50,1,1
32,0,102858,12,1,0,1,42,1,1
35,0,23621,9,0,0,1,70,1,1
51,0,216475,13,0,0,0,43,1,0
50,-1,321822,15,1,0,1,75,1,0
20,0,66917,7,1,0,1,40,0,1
30,0,131699,9,0,0,1,40,1,1
36,0,182074,10,0,0,1,45,1,1
32,0,146154,9,1,0,0,40,1,1
42,0,46221,16,1,0,1,60,0,0
70,0,195739,6,0,0,1,45,1,1
18,-1,169882,10,0,0,0,15,1,1
47,0,195978,9,1,0,1,40,1,0
26,1,30793,13,1,0,0,55,1,0
23,-1,154373,13,0,0,0,50,1,1
26,0,164737,10,0,0,0,40,1,1
46,-1,231347,10,0,0,1,20,1,1
27,1,246372,9,1,0,1,40,1,1
22,0,249727,10,0,0,1,30,1,1
76,0,243768,3,0,0,1,20,1,1
17,0,117477,6,0,0,1,40,1,1
22,-1,367655,10,0,0,1,40,1,1
43,0,118536,9,0,1,1,40,1,1
44,0,259479,9,0,0,1,50,1,1
20,1,188950,10,0,0,1,25,1,1
47,0,111994,9,1,0,1,34,1,1
67,-1,159542,3,0,1,0,40,1,1
36,0,112497,5,1,0,1,50,1,0
59,1,178660,12,1,0,1,40,1,1
18,0,324011,5,0,0,1,20,1,1
27,0,107812,13,1,0,1,40,1,0
27,0,60288,14,0,0,0,40,1,1
40,0,164678,12,0,0,0,32,1,1
55,0,182460,9,1,0,1,35,1,0
23,1,287988,13,0,0,1,40,1,0
40,1,74949,10,0,0,1,40,1,1
26,0,109570,10,0,0,0,35,1,1
50,0,145333,16,0,0,1,50,1,0
34,0,116677,10,1,0,1,40,1,1
27,0,183639,9,0,0,1,40,1,1
44,-1,269733,13,1,0,1,30,1,1
49,1,31267,13,1,0,1,50,1,1
37,-1,328466,10,1,0,1,50,1,0
20,0,470875,9,1,1,1,32,1,1
32,0,93213,12,1,0,1,62,1,1
28,0,47783,10,0,0,0,30,1,1
36,0,383518,10,1,1,0,40,1,0
37,0,125933,12,1,0,1,50,1,0
64,-1,50171,9,1,0,1,10,1,1
32,1,206609,9,0,0,1,40,1,1
44,-1,56651,10,1,0,1,45,1,0
30,-1,186420,13,0,0,0,40,1,1
25,0,241025,13,0,0,1,18,1,1
50,1,183611,10,0,0,1,40,1,1
43,0,159549,10,1,0,1,50,1,0
25,0,274228,9,1,0,1,84,1,1
43,0,206878,9,0,0,0,60,1,1
27,0,604045,13,0,0,1,40,1,1
23,0,203076,10,0,0,1,40,1,1
59,1,420537,9,1,0,0,38,1,0
41,0,265266,12,1,0,1,40,1,1
23,0,82998,10,0,0,1,30,1,1
44,1,244054,10,0,0,1,60,1,0
57,0,205708,10,1,0,1,40,0,1
47,0,202322,3,1,0,1,40,0,1
42,0,153132,13,0,0,1,45,0,1
27,0,158156,16,0,0,0,70,1,1
44,1,31251,4,0,0,1,40,1,1
42,0,173628,13,1,0,1,40,1,0
44,0,120057,12,1,0,1,45,1,0
22,0,359759,10,0,2,1,20,0,1
32,0,188048,13,0,0,0,40,1,1
67,-1,226092,10,1,0,1,44,1,1
22,0,228452,6,0,0,1,30,1,1
38,0,27408,9,0,0,1,50,1,1
45,0,90758,13,1,0,1,55,1,0
62,1,265201,13,0,0,1,40,1,1
49,-1,481987,9,1,0,1,60,1,1
42,-1,167678,7,1,0,1,22,0,1
41,0,146659,13,1,0,1,70,1,1
51,-1,46281,10,1,0,1,50,1,0
38,0,36989,13,1,0,1,70,1,1
27,0,300783,10,1,0,0,42,1,0
42,1,198316,14,1,0,1,40,1,0
34,0,114691,10,1,0,1,50,1,0
26,0,172230,9,0,0,1,40,1,1
39,1,143385,9,1,0,1,40,1,1
29,0,289991,9,0,0,1,55,1,1
30,0,169589,10,1,0,1,40,1,1
45,0,543922,14,0,0,1,48,1,0
45,0,281565,9,0,2,0,50,0,1
38,0,114079,9,1,0,1,44,1,1
23,-1,302836,12,1,0,1,40,0,1
20,0,197496,10,0,0,1,30,0,1
45,0,175925,9,1,0,1,40,1,1
24,0,275884,9,0,1,0,40,1,1
59,0,515712,4,1,0,1,40,1,1
35,-1,225399,9,0,0,1,40,1,0
37,0,40955,13,0,0,1,30,1,1
17,-1,181608,6,0,0,1,12,1,1
40,0,150471,12,0,0,0,40,1,1
23,-1,263899,9,0,1,1,12,0,1
57,-1,61885,9,1,1,1,60,1,0
24,0,88126,9,0,0,1,40,1,1
26,0,184026,10,0,4,1,50,1,1
21,0,151158,10,0,0,0,25,1,1
43,0,153160,10,1,0,0,40,1,1
32,0,101562,13,0,0,0,45,1,1
32,0,142675,9,0,0,1,40,1,1
42,0,510072,9,1,0,1,40,1,0
21,1,276840,8,0,1,1,20,1,1
19,0,205830,9,0,0,0,40,0,1
27,0,192936,9,0,0,0,40,1,1
29,0,239753,9,1,0,0,20,1,1
51,0,53838,13,1,0,1,40,1,1
23,0,234663,9,0,0,1,40,1,1
23,1,350680,12,0,0,0,40,0,1
34,-1,23778,13,0,0,1,50,1,1
21,0,164991,9,0,3,0,38,1,1
32,0,169955,10,1,0,0,36,0,1
28,0,213152,13,1,0,1,40,0,0
51,0,104748,10,1,0,1,45,1,1
21,-1,152328,10,0,0,1,20,1,1
38,0,682947,13,0,0,1,55,1,0
31,0,87950,11,0,3,0,40,1,1
51,0,101722,4,1,3,1,47,1,1
23,0,259109,12,1,0,0,40,0,1
52,0,210736,10,1,0,1,55,1,0
42,0,155106,10,0,0,1,45,1,1
20,0,286391,10,0,0,0,20,1,1
35,0,361888,12,1,0,1,40,1,0
60,-1,154474,9,0,0,1,42,1,1
68,-1,152157,9,0,0,0,20,1,1
22,0,195179,10,0,0,1,24,1,1
32,0,132601,15,1,0,1,40,1,0
36,-1,356838,8,0,0,1,35,1,1
63,0,43313,6,1,0,1,40,1,1
24,0,195808,10,0,0,1,40,1,1
34,0,122116,10,1,0,1,40,1,1
18,0,234953,10,0,0,0,25,1,1
19,0,42069,9,0,0,1,45,1,1
33,-1,281832,16,1,0,1,40,0,0
26,0,165510,9,0,0,1,40,1,1
27,0,85625,9,0,0,1,22,1,1
53,0,251675,9,1,0,1,40,0,1
30,0,167990,15,1,0,1,60,1,0
46,0,130779,10,1,0,1,40,1,1
20,1,410446,9,0,0,1,20,1,1
59,0,99131,9,1,0,0,40,1,1
34,1,240252,14,1,0,1,40,1,0
30,0,75167,10,1,0,1,40,1,0
84,-1,368925,3,0,0,1,15,1,1
70,0,237065,3,0,0,0,40,0,1
23,0,208946,13,0,0,1,32,1,1
55,0,141727,13,1,0,0,40,1,1
57,0,255109,9,0,0,0,45,1,1
33,0,264936,9,0,0,0,40,1,1
28,0,472580,10,0,1,1,40,1,1
27,0,278617,10,0,0,1,40,1,1
44,0,108438,6,0,1,0,40,1,1
41,-1,168098,13,1,0,1,50,1,1
54,-1,179704,13,1,0,1,45,1,0
31,0,199883,8,0,0,1,40,1,1
51,1,26832,9,1,0,1,40,1,0
48,0,102092,9,1,0,1,40,1,1
56,0,128764,4,0,0,1,20,1,1
23,0,376383,9,0,0,1,35,0,1
18,0,53109,7,0,3,1,20,1,1
46,0,224202,10,1,0,1,50,1,1
44,0,232421,9,1,4,1,32,0,1
43,0,221172,13,1,0,1,24,1,0
43,1,144778,13,0,0,1,40,1,0
19,0,106306,10,0,0,0,40,1,1
28,0,94880,10,0,0,1,43,0,1
62,1,407669,4,0,1,0,35,1,1
41,0,115562,9,0,0,1,40,1,1
55,0,193374,10,1,0,1,40,1,0
19,1,135162,10,0,0,0,10,1,1
51,0,161482,9,0,0,0,38,1,1
41,1,51111,13,0,0,0,40,1,1
42,-1,120837,9,1,0,1,48,1,1
19,0,102723,10,0,0,0,40,1,1
41,0,32121,9,1,0,1,40,1,0
29,0,277342,10,0,0,1,40,1,1
56,1,153451,10,0,0,0,35,1,1
33,1,222654,10,1,0,1,66,0,1
25,0,252803,9,0,1,0,40,1,1
39,-1,143123,11,1,0,1,40,1,0
57,0,142714,10,0,0,0,38,1,1
36,1,197495,13,0,1,0,40,1,1
55,0,148773,6,1,0,1,40,1,1
21,-1,103277,8,1,0,0,30,0,1
29,0,126060,9,1,0,0,40,1,0
40,0,237671,10,1,0,0,40,1,0
32,0,106437,9,0,0,0,40,1,1
53,0,283743,9,1,0,1,40,1,1
45,0,246431,13,0,0,1,30,1,1
21,0,209955,9,0,0,1,48,1,1
34,0,34572,9,0,0,1,60,1,1
35,0,204163,10,0,1,0,55,1,1
30,1,181091,13,1,0,1,40,1,1
50,0,274528,10,1,0,1,40,1,1
30,0,72887,9,1,2,1,40,1,1
17,1,170916,6,0,0,0,40,1,1
50,0,147629,14,1,0,1,45,1,0
32,0,175856,10,1,0,1,40,1,1
59,0,159048,9,0,0,0,40,1,1
31,0,182177,13,1,0,1,40,0,1
23,0,386019,5,0,0,1,70,1,1
64,-1,213574,9,1,0,1,10,1,1
17,0,183066,6,0,0,0,25,1,1
25,0,157900,10,0,0,0,40,1,1
44,0,151294,10,0,0,0,25,1,1
65,0,174603,3,0,0,0,10,0,1
20,0,339588,9,1,0,0,40,0,1
23,0,214635,9,0,0,1,40,1,1
44,0,222434,9,0,0,1,40,1,1
38,0,52738,10,1,0,1,40,1,1
41,0,119266,9,1,0,1,40,1,1
66,0,192504,14,1,0,1,40,1,1
49,0,93639,13,1,0,0,43,1,1
27,1,133495,9,0,0,1,40,1,1
60,-1,386261,13,1,1,0,15,1,1
19,0,185695,10,0,0,0,20,1,1
45,0,114797,9,0,1,0,40,1,1
46,-1,277946,12,0,0,1,40,1,1
17,-1,47407,7,0,0,1,10,1,1
37,0,221850,14,1,0,1,50,0,0
33,0,122672,9,1,0,1,50,1,1
23,0,151888,10,0,0,1,40,1,1
63,-1,301611,9,1,0,1,20,1,1
39,0,342642,9,0,0,1,60,1,1
18,-1,51574,9,0,2,0,38,1,1
48,0,148995,14,1,0,1,40,1,0
35,0,207066,13,0,0,1,45,1,0
22,0,126613,10,0,0,0,20,1,1
31,-1,226624,5,1,0,1,60,1,1
39,0,284166,13,1,0,1,50,1,0
64,0,91343,10,0,0,0,40,1,1
43,0,220109,10,1,0,1,44,1,1
49,0,83444,9,0,0,1,40,1,1
45,0,371886,13,0,0,1,46,1,1
24,-1,283731,13,0,0,1,40,1,1
60,0,142922,9,1,0,1,50,1,1
64,0,181232,7,1,0,1,40,1,1
36,0,197202,9,1,1,1,40,1,1
45,0,99179,7,0,0,0,40,1,1
18,0,92008,9,0,0,0,28,1,1
23,0,522881,3,1,0,1,35,0,1
52,1,207841,10,1,0,1,40,1,1
23,0,176486,11,0,0,0,36,1,1
46,0,98637,13,1,0,1,50,1,0
37,1,365430,10,1,0,1,40,0,0
19,0,138153,10,0,0,0,10,1,1
69,-1,169717,13,1,0,1,45,1,0
24,0,211345,10,0,0,0,40,0,1
19,0,391329,10,0,0,0,30,1,1
62,-1,144116,6,1,0,1,40,1,1
62,0,416829,7,0,1,0,21,1,1
51,0,126010,9,1,0,1,40,1,1
41,0,352834,13,1,0,1,55,1,0
30,0,258170,9,0,0,0,40,1,1
26,0,158333,3,0,0,1,40,0,1
28,0,403671,9,0,0,1,40,0,1
43,0,306440,15,0,0,1,66,0,1
51,0,219599,9,1,0,0,40,1,1
42,0,153160,9,0,0,0,40,1,1
67,0,154035,9,0,1,1,32,1,1
36,0,365739,9,0,0,1,40,1,1
28,0,115464,9,0,1,0,40,1,1
50,0,189811,13,1,0,1,40,1,0
47,0,70943,9,1,0,1,40,1,0
55,-1,271795,9,1,0,1,40,1,1
32,0,174704,7,0,1,1,40,1,1
19,0,223392,9,0,0,1,15,1,1
41,0,101593,14,1,0,1,50,1,0
33,-1,173495,9,1,0,1,50,1,1
45,0,27332,9,0,0,0,40,1,1
39,1,473547,6,0,1,1,40,1,1
22,1,157332,10,0,0,0,15,1,1
61,0,101265,8,0,0,0,40,0,1
40,0,51290,14,1,0,1,50,1,0
34,0,209808,10,1,0,1,40,1,0
22,0,205940,13,0,0,0,30,1,1
17,0,108402,6,0,0,0,20,1,1
18,-1,36348,10,0,0,1,48,1,1
30,-1,113838,11,1,0,1,60,0,1
19,0,138760,9,0,0,1,40,1,1
19,0,188008,10,0,1,0,20,1,1
31,0,106437,15,1,0,0,60,1,0
45,0,338105,13,1,2,1,40,0,1
26,0,179772,13,0,0,0,45,1,1
20,-1,293091,9,0,0,1,12,1,1
33,0,44392,9,0,0,1,20,1,1
44,0,175943,13,1,0,0,20,1,1
22,1,412316,9,0,1,1,40,1,1
23,0,314894,9,0,0,0,45,1,1
58,0,215190,7,1,0,1,20,1,1
51,0,99316,8,0,0,1,50,1,1
70,-1,118630,11,0,0,0,35,1,1
31,0,246439,10,1,0,1,50,1,0
23,0,120172,13,0,0,1,40,1,1
36,-1,107218,10,0,2,1,55,1,1
47,0,265275,10,0,0,1,40,1,1
47,0,173938,13,1,0,1,57,1,0
62,-1,354075,13,1,0,1,50,1,0
60,0,71683,5,1,0,1,49,1,1
39,0,129495,10,0,1,0,40,1,1
52,-1,34973,9,1,0,1,60,1,0
25,0,256620,13,0,0,1,40,1,1
25,0,298225,9,0,0,1,50,1,1
38,0,111499,9,1,0,1,99,1,0
39,0,215095,7,0,0,0,30,0,1
45,0,191858,9,1,0,1,45,1,0
47,-1,119199,10,1,0,0,35,1,0
45,0,433665,4,0,0,0,40,0,1
41,0,252986,10,1,0,1,48,1,0
34,0,193036,10,1,1,1,40,1,0
64,0,159715,10,1,0,1,20,1,1
47,0,192776,13,1,0,1,50,1,1
66,0,102423,11,1,0,1,30,1,1
29,0,126399,9,0,0,0,32,1,1
40,0,215596,13,1,4,1,40,0,1
43,1,37937,12,1,0,1,43,1,1
31,0,151484,9,0,0,0,8,1,1
22,1,186569,13,0,0,0,12,1,1
46,0,70754,4,0,0,1,50,1,1
18,-1,279288,6,0,0,0,30,1,1
38,0,111377,10,1,0,1,55,1,1
20,0,432154,9,0,0,0,8,0,1
76,0,278938,13,0,0,0,20,1,1
26,1,138597,9,0,1,0,25,1,1
39,0,355468,9,1,0,1,46,1,0
42,0,106679,9,1,0,1,50,1,0
19,0,162621,10,0,0,1,14,1,1
23,0,197613,10,0,0,0,40,1,1
18,-1,165532,8,0,0,1,25,1,1
57,-1,184553,9,1,0,1,50,1,0
27,-1,204773,12,1,0,0,40,1,1
59,0,165922,13,1,0,1,40,1,0
32,1,84119,9,1,0,1,40,1,1
53,0,35102,10,0,0,0,34,1,1
23,0,200318,12,0,0,0,20,1,1
35,-1,111319,12,1,0,1,45,1,0
24,0,151443,9,0,1,0,30,1,1
41,0,183850,9,0,0,1,50,1,1
44,0,278476,10,1,0,1,60,1,0
30,0,226013,13,0,1,1,40,1,1
22,0,401451,10,1,0,1,48,1,0
31,0,244147,9,0,0,1,55,1,1
68,-1,241174,4,1,0,1,16,1,1
38,-1,199346,10,1,0,0,45,1,1
56,0,170324,3,1,1,1,40,0,1
27,-1,291547,13,1,4,0,6,0,1
43,0,174575,13,0,0,1,45,1,0
46,0,102542,4,0,0,1,52,1,1
65,-1,78875,10,1,0,1,40,1,1
66,1,188220,9,0,0,0,35,1,0
27,0,285897,9,1,0,1,45,1,0
28,0,70240,9,1,2,0,40,0,1
53,0,141388,7,1,0,1,40,1,1
35,-1,168475,10,1,0,1,60,1,0
22,0,514033,9,0,1,1,80,1,1
35,0,316141,10,0,0,0,40,1,1
26,0,137658,10,0,0,0,45,1,1
43,0,154076,10,1,0,1,40,1,0
36,0,143486,9,1,0,1,50,1,0
32,0,340940,13,1,0,1,40,1,1
27,0,77774,9,0,0,0,34,1,1
46,0,261059,14,1,0,1,50,1,0
35,0,169672,10,1,0,1,40,1,1
46,1,316205,13,1,1,1,40,1,0
41,0,253759,9,0,1,0,40,1,1
36,0,393673,12,1,0,0,50,1,0
29,0,83517,5,0,0,1,40,1,1
26,0,290286,9,0,1,1,40,1,1
22,0,154422,10,0,2,0,30,0,1
59,0,195176,13,1,0,1,72,1,1
19,0,216937,9,0,4,0,60,0,1
42,0,328239,10,0,0,1,40,1,1
58,0,83542,9,0,0,1,40,1,1
42,0,119679,9,1,0,1,42,1,1
59,0,189721,13,1,0,1,40,0,0
40,0,329924,9,0,1,1,30,1,1
56,0,35520,9,0,0,1,42,1,1
41,0,149102,13,1,0,1,60,1,0
55,0,189933,10,1,0,1,84,1,1
25,0,171236,9,0,0,0,40,1,1
41,0,124639,10,0,1,1,40,1,1
29,0,383745,9,1,0,1,30,1,0
51,0,64643,9,0,0,1,60,0,1
60,0,151369,14,1,0,1,60,1,0
56,0,157749,10,1,0,1,60,1,0
24,0,179423,9,0,0,0,40,1,1
35,0,186183,9,1,0,1,80,1,0
49,0,164799,9,1,0,1,40,1,0
41,0,49156,9,1,0,1,40,1,1
36,0,68273,13,1,0,1,40,1,0
57,0,298507,13,1,0,1,40,1,0
54,1,21698,13,0,0,0,40,1,1
48,1,167749,9,1,0,0,40,1,0
42,0,289636,9,1,0,1,46,1,1
19,0,175507,9,0,0,0,30,1,1
56,-1,201318,5,1,0,1,50,0,1
32,0,34437,9,0,0,1,40,1,1
50,-1,240922,12,0,0,0,5,1,1
41,0,204410,9,1,0,1,44,1,0
25,0,209970,13,0,0,0,40,1,1
52,1,192563,10,0,0,0,38,1,1
21,0,32616,9,0,0,0,16,1,1
42,-1,277488,15,1,0,1,65,1,0
27,0,106758,9,0,0,0,45,1,1
28,0,214702,13,1,0,1,60,1,1
58,0,236596,10,1,0,1,40,1,0
41,0,29591,9,0,0,1,30,1,1
26,1,393728,10,0,0,1,24,1,1
61,1,167347,10,1,0,1,35,1,1
30,1,257796,10,0,0,0,40,1,1
41,1,190786,13,0,0,1,20,1,1
28,0,199903,13,0,0,0,20,1,1
25,-1,282631,9,1,0,1,40,1,1
32,0,131379,9,0,0,0,40,1,1
37,0,133328,9,0,0,0,40,1,1
31,0,106437,9,0,0,0,40,1,1
39,1,472166,10,0,1,0,40,1,1
18,0,98667,7,0,0,0,16,1,1
31,1,168312,11,0,0,0,40,1,1
21,0,202373,10,1,1,1,40,1,1
37,0,122493,9,1,0,1,45,1,1
47,0,148995,9,1,0,1,40,1,0
52,-1,92968,14,1,0,0,40,1,0
24,0,53942,13,1,0,1,40,1,1
39,0,86143,3,1,2,1,40,0,1
61,-1,196773,4,1,0,1,30,1,0
37,0,49115,14,1,0,1,60,1,0
24,0,225515,13,0,0,0,40,1,1
36,-1,202950,13,1,0,1,50,0,1
39,0,231491,9,0,0,1,40,1,1
25,0,174545,9,0,0,0,46,1,1
41,0,116391,13,1,0,1,40,0,1
44,0,317535,2,1,0,1,40,0,1
34,0,238912,9,1,0,1,40,1,1
60,0,166330,9,1,0,0,40,1,0
17,-1,104025,7,0,0,1,18,1,1
35,0,155961,9,0,1,0,35,0,1
21,0,538319,10,0,0,0,40,0,1
60,0,96099,10,1,0,1,40,1,0
47,-1,121124,13,1,0,1,40,1,0
24,0,283896,9,0,0,1,40,1,1
30,0,121308,10,0,0,1,40,1,1
54,0,285854,9,1,0,1,40,1,0
28,0,142712,9,0,0,1,40,1,1
36,0,153205,13,1,2,1,45,0,1
38,1,201410,13,1,0,1,40,1,0
22,0,175883,9,0,0,0,40,1,1
33,0,197424,9,1,0,1,40,1,1
34,1,254270,13,0,0,0,40,1,1
38,1,193026,9,1,0,1,50,1,0
33,0,235109,9,0,0,0,40,1,1
53,1,204397,9,1,0,1,60,1,1
21,0,225890,10,0,0,0,30,1,1
48,0,49278,12,0,0,0,40,1,1
18,0,256967,6,0,1,0,40,1,1
40,0,311534,9,1,0,1,40,1,0
40,0,223277,13,1,0,1,50,1,0
38,0,154568,14,1,2,1,40,0,1
33,0,173248,9,1,1,1,35,1,1
36,-1,129150,9,1,0,1,50,1,0
41,0,327606,8,0,1,1,40,1,1
20,-1,249087,10,0,0,0,40,1,1
27,0,321577,9,0,1,0,40,1,1
24,0,293324,9,1,0,1,40,1,1
56,1,317847,13,0,0,1,40,1,1
53,0,33304,10,1,0,1,40,1,0
47,0,306183,10,0,0,0,44,1,1
30,0,329425,9,1,0,1,40,1,1
32,0,257978,11,0,1,0,40,1,1
31,0,147284,16,1,0,1,99,1,0
41,0,107584,9,1,0,1,40,1,1
69,-1,58213,13,1,0,1,45,1,0
63,0,187919,7,1,0,1,30,1,1
43,0,195212,13,1,1,0,40,0,1
34,-1,56964,9,1,0,1,35,1,1
63,0,188914,9,0,1,0,40,0,1
31,0,169104,13,0,2,1,40,0,1
44,0,300528,7,1,0,1,40,1,0
32,0,313729,9,1,0,1,40,1,1
57,0,135339,13,1,2,1,40,0,0
21,-1,219835,11,0,0,1,40,1,1
34,0,221324,9,0,1,0,40,1,1
26,1,159662,6,1,0,1,40,1,1
39,0,319248,6,0,0,0,25,0,1
50,0,204518,4,0,0,1,40,1,1
84,1,163685,9,0,0,0,33,1,1
22,1,50065,13,0,0,0,35,1,1
51,0,220019,12,0,0,0,40,1,1
37,0,338033,14,0,0,0,40,1,1
44,0,198270,12,0,0,0,43,1,1
35,0,193241,10,1,0,1,38,1,1
30,0,381645,13,0,0,1,50,1,1
45,1,201127,10,1,0,1,56,1,0
36,-1,182898,13,1,0,1,40,1,0
17,0,99175,7,0,0,0,20,1,1
43,0,409922,13,1,0,1,50,1,0
61,1,130466,9,0,3,0,40,1,1
65,0,149811,9,0,0,0,59,0,1
36,-1,408427,15,1,0,1,60,1,0
28,0,204600,9,0,0,1,40,1,1
31,0,312667,5,1,0,1,40,1,1
36,0,214604,13,1,0,1,42,1,0
46,0,238162,13,1,0,1,45,1,0
36,0,194905,13,0,0,0,44,1,1
45,-1,117605,9,1,0,1,48,1,0
37,0,242713,8,0,1,0,40,1,1
33,0,155343,9,1,0,1,40,1,0
40,1,138634,9,1,0,1,40,1,1
